PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Is indexable page,Hreflang links,Hreflang links codes,Hreflang issues,Hreflang group ID,No. of hreflang inlinks,No. of all inlinks
21,https://twocomms.shop/en/product/-glory-of-ukraine-hd/black/,"Купити Худі ""Glory of Ukraine"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-glory-of-ukraine-hd/black/
https://twocomms.shop/product/-glory-of-ukraine-hd/black/
https://twocomms.shop/product/-glory-of-ukraine-hd/black/
https://twocomms.shop/ru/product/-glory-of-ukraine-hd/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,7794376690521516996,2,215
21,https://twocomms.shop/en/catalog/tshirts/?page=2,Футболки TwoComms — стрітвеар та мілітарі-принти від українського бренду,text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/catalog/tshirts/?page=2
https://twocomms.shop/en/catalog/tshirts/?page=2
https://twocomms.shop/en/catalog/tshirts/?page=2
https://twocomms.shop/ru/catalog/tshirts/?page=2","200
200
200
200","One page is linked for more than one language
Some pages don't include hreflang links to all the other pages of the group",12833116611291566931,2,254
21,https://twocomms.shop/en/product/bentejne-ts/coyote/,"Купити Футболка ""Життя Бентежне"" — кайот — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/bentejne-ts/coyote/
https://twocomms.shop/product/bentejne-ts/coyote/
https://twocomms.shop/product/bentejne-ts/coyote/
https://twocomms.shop/ru/product/bentejne-ts/coyote/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,8299318321256245582,2,264
21,https://twocomms.shop/en/product/longsleeve-limited-edition/white-burgundy/,Купити Longsleeve “Limited Edition” — бело-бордовий — TwoComms,text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/longsleeve-limited-edition/white-burgundy/
https://twocomms.shop/product/longsleeve-limited-edition/white-burgundy/
https://twocomms.shop/product/longsleeve-limited-edition/white-burgundy/
https://twocomms.shop/ru/product/longsleeve-limited-edition/white-burgundy/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,15434122794811062424,2,218
21,https://twocomms.shop/en/product/bentejne-ts/black/,"Купити Футболка ""Життя Бентежне"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/bentejne-ts/black/
https://twocomms.shop/product/bentejne-ts/black/
https://twocomms.shop/product/bentejne-ts/black/
https://twocomms.shop/ru/product/bentejne-ts/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,11601963944628103534,2,132
21,https://twocomms.shop/ru/product/Hoodie_Silent_Winter/black/,"Купити Худі ""Silent Winter"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/Hoodie_Silent_Winter/black/
https://twocomms.shop/product/Hoodie_Silent_Winter/black/
https://twocomms.shop/product/Hoodie_Silent_Winter/black/
https://twocomms.shop/ru/product/Hoodie_Silent_Winter/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,15928558503833596440,2,289
21,https://twocomms.shop/en/product/-v2-0_Pokrovsk/black/,Купити Худі «Покровськ V2.0» — чорний — TwoComms,text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-v2-0_Pokrovsk/black/
https://twocomms.shop/product/-v2-0_Pokrovsk/black/
https://twocomms.shop/product/-v2-0_Pokrovsk/black/
https://twocomms.shop/ru/product/-v2-0_Pokrovsk/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,13019864135591300987,2,215
21,https://twocomms.shop/ru/product/-red-leaves-ts/black/,"Купити Футболка ""Red Leaves"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-red-leaves-ts/black/
https://twocomms.shop/product/-red-leaves-ts/black/
https://twocomms.shop/product/-red-leaves-ts/black/
https://twocomms.shop/ru/product/-red-leaves-ts/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,6683767412576663838,2,127
21,https://twocomms.shop/en/product/-225-tshirt-/black/,Купити Футболка 225ОШП — чорний — TwoComms,text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-225-tshirt-/black/
https://twocomms.shop/product/-225-tshirt-/black/
https://twocomms.shop/product/-225-tshirt-/black/
https://twocomms.shop/ru/product/-225-tshirt-/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,9020056428150885086,2,287
21,https://twocomms.shop/en/product/-twocomms-reality-bends-dark-neon-edition/black/,"Купити Футболка TWOCOMMS ""Reality Bends"": Dark Neon Edition — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-twocomms-reality-bends-dark-neon-edition/black/
https://twocomms.shop/product/-twocomms-reality-bends-dark-neon-edition/black/
https://twocomms.shop/product/-twocomms-reality-bends-dark-neon-edition/black/
https://twocomms.shop/ru/product/-twocomms-reality-bends-dark-neon-edition/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,1739196392709367833,2,275
21,https://twocomms.shop/ru/product/-kha-style-ts/black/,"Купити Футболка ""Харків / Стиль — Це Все"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-kha-style-ts/black/
https://twocomms.shop/product/-kha-style-ts/black/
https://twocomms.shop/product/-kha-style-ts/black/
https://twocomms.shop/ru/product/-kha-style-ts/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,17683027559141775,2,127
21,https://twocomms.shop/product/-lord-of-the-lending/black/,"Купити Футболка ""Lord Of The Lending"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-lord-of-the-lending/black/
https://twocomms.shop/product/-lord-of-the-lending/black/
https://twocomms.shop/product/-lord-of-the-lending/black/
https://twocomms.shop/product/-lord-of-the-lending/black/
https://twocomms.shop/product/-lord-of-the-lending/black/
https://twocomms.shop/ru/product/-lord-of-the-lending/black/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",6437671138397620859,4,300
21,https://twocomms.shop/ru/product/bentejne-ts/coyote/,"Купити Футболка ""Життя Бентежне"" — кайот — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/bentejne-ts/coyote/
https://twocomms.shop/product/bentejne-ts/coyote/
https://twocomms.shop/product/bentejne-ts/coyote/
https://twocomms.shop/ru/product/bentejne-ts/coyote/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,8299318321256245582,2,140
21,https://twocomms.shop/product/-red-leaves-ts/black/,"Купити Футболка ""Red Leaves"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-red-leaves-ts/black/
https://twocomms.shop/product/-red-leaves-ts/black/
https://twocomms.shop/product/-red-leaves-ts/black/
https://twocomms.shop/product/-red-leaves-ts/black/
https://twocomms.shop/product/-red-leaves-ts/black/
https://twocomms.shop/ru/product/-red-leaves-ts/black/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",6683767412576663838,4,323
21,https://twocomms.shop/ru/product/-twocomms-reality-bends-dark-neon-edition/black/,"Купити Футболка TWOCOMMS ""Reality Bends"": Dark Neon Edition — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-twocomms-reality-bends-dark-neon-edition/black/
https://twocomms.shop/product/-twocomms-reality-bends-dark-neon-edition/black/
https://twocomms.shop/product/-twocomms-reality-bends-dark-neon-edition/black/
https://twocomms.shop/ru/product/-twocomms-reality-bends-dark-neon-edition/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,1739196392709367833,2,357
21,https://twocomms.shop/ru/product/bentejne-ls/black/,"Купити Лонгслів ""Життя Бентежне"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/bentejne-ls/black/
https://twocomms.shop/product/bentejne-ls/black/
https://twocomms.shop/product/bentejne-ls/black/
https://twocomms.shop/ru/product/bentejne-ls/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,7064676396303730862,2,289
21,https://twocomms.shop/ru/product/-v2-0_Pokrovsk/black/,Купити Худі «Покровськ V2.0» — чорний — TwoComms,text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-v2-0_Pokrovsk/black/
https://twocomms.shop/product/-v2-0_Pokrovsk/black/
https://twocomms.shop/product/-v2-0_Pokrovsk/black/
https://twocomms.shop/ru/product/-v2-0_Pokrovsk/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,13019864135591300987,2,289
21,https://twocomms.shop/product/kha-edition-ts/black/,"Купити Футболка ""Харків Edition"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/kha-edition-ts/black/
https://twocomms.shop/product/kha-edition-ts/black/
https://twocomms.shop/product/kha-edition-ts/black/
https://twocomms.shop/product/kha-edition-ts/black/
https://twocomms.shop/product/kha-edition-ts/black/
https://twocomms.shop/ru/product/kha-edition-ts/black/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",8438378132797017009,4,323
21,https://twocomms.shop/en/product/pojuy-ls/black/,"Купити ЛОНГСЛІВ ""мені поЖуй — це філософія"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/pojuy-ls/black/
https://twocomms.shop/product/pojuy-ls/black/
https://twocomms.shop/product/pojuy-ls/black/
https://twocomms.shop/ru/product/pojuy-ls/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,9534195365898516257,2,131
21,https://twocomms.shop/ru/product/longsleeve-limited-edition/white-burgundy/,Купити Longsleeve “Limited Edition” — бело-бордовий — TwoComms,text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/longsleeve-limited-edition/white-burgundy/
https://twocomms.shop/product/longsleeve-limited-edition/white-burgundy/
https://twocomms.shop/product/longsleeve-limited-edition/white-burgundy/
https://twocomms.shop/ru/product/longsleeve-limited-edition/white-burgundy/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,15434122794811062424,2,292
21,https://twocomms.shop/en/product/-twocomms-beliveidea-ts/black/,Купити Чорна футболка унісекс TwoComms «Довіряй своїй божевільній ідеї» — чорний — TwoComms,text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-twocomms-beliveidea-ts/black/
https://twocomms.shop/product/-twocomms-beliveidea-ts/black/
https://twocomms.shop/product/-twocomms-beliveidea-ts/black/
https://twocomms.shop/ru/product/-twocomms-beliveidea-ts/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,17735273115854581601,2,244
21,https://twocomms.shop/product/pojuy-ls/black/,"Купити ЛОНГСЛІВ ""мені поЖуй — це філософія"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/pojuy-ls/black/
https://twocomms.shop/product/pojuy-ls/black/
https://twocomms.shop/product/pojuy-ls/black/
https://twocomms.shop/product/pojuy-ls/black/
https://twocomms.shop/product/pojuy-ls/black/
https://twocomms.shop/ru/product/pojuy-ls/black/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",9534195365898516257,4,207
21,https://twocomms.shop/ru/product/pojuy-ts/coyote/,"Купити ФУТБОЛКА ""мені поЖуй — це філософія"" — кайот — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/pojuy-ts/coyote/
https://twocomms.shop/product/pojuy-ts/coyote/
https://twocomms.shop/product/pojuy-ts/coyote/
https://twocomms.shop/ru/product/pojuy-ts/coyote/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,10995751204625692036,2,140
21,https://twocomms.shop/ru/product/bentejne-ts/black/,"Купити Футболка ""Життя Бентежне"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/bentejne-ts/black/
https://twocomms.shop/product/bentejne-ts/black/
https://twocomms.shop/product/bentejne-ts/black/
https://twocomms.shop/ru/product/bentejne-ts/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,11601963944628103534,2,272
21,https://twocomms.shop/en/product/bentejne-ls/black/,"Купити Лонгслів ""Життя Бентежне"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/bentejne-ls/black/
https://twocomms.shop/product/bentejne-ls/black/
https://twocomms.shop/product/bentejne-ls/black/
https://twocomms.shop/ru/product/bentejne-ls/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,7064676396303730862,2,215
21,https://twocomms.shop/product/pojuy-ts/black/,"Купити ФУТБОЛКА ""мені поЖуй — це філософія"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/pojuy-ts/black/
https://twocomms.shop/product/pojuy-ts/black/
https://twocomms.shop/product/pojuy-ts/black/
https://twocomms.shop/product/pojuy-ts/black/
https://twocomms.shop/product/pojuy-ts/black/
https://twocomms.shop/ru/product/pojuy-ts/black/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",10619521463640838826,4,312
21,https://twocomms.shop/en/product/pojuy-ts/coyote/,"Купити ФУТБОЛКА ""мені поЖуй — це філософія"" — кайот — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/pojuy-ts/coyote/
https://twocomms.shop/product/pojuy-ts/coyote/
https://twocomms.shop/product/pojuy-ts/coyote/
https://twocomms.shop/ru/product/pojuy-ts/coyote/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,10995751204625692036,2,162
21,https://twocomms.shop/ru/product/-lord-of-the-lending/coyote/,"Купити Футболка ""Lord Of The Lending"" — кайот — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-lord-of-the-lending/coyote/
https://twocomms.shop/product/-lord-of-the-lending/coyote/
https://twocomms.shop/product/-lord-of-the-lending/coyote/
https://twocomms.shop/ru/product/-lord-of-the-lending/coyote/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,1711385102745344328,2,162
21,https://twocomms.shop/product/pojuy-ts/coyote/,"Купити ФУТБОЛКА ""мені поЖуй — це філософія"" — кайот — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/pojuy-ts/coyote/
https://twocomms.shop/product/pojuy-ts/coyote/
https://twocomms.shop/product/pojuy-ts/coyote/
https://twocomms.shop/product/pojuy-ts/coyote/
https://twocomms.shop/product/pojuy-ts/coyote/
https://twocomms.shop/ru/product/pojuy-ts/coyote/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",10995751204625692036,4,298
21,https://twocomms.shop/product/-death-gbs-ass-ts/black/,"Купити Футболка ""І На Той Світ З Собою Візьму"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-death-gbs-ass-ts/black/
https://twocomms.shop/product/-death-gbs-ass-ts/black/
https://twocomms.shop/product/-death-gbs-ass-ts/black/
https://twocomms.shop/product/-death-gbs-ass-ts/black/
https://twocomms.shop/product/-death-gbs-ass-ts/black/
https://twocomms.shop/ru/product/-death-gbs-ass-ts/black/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",11136491979927085265,4,300
21,https://twocomms.shop/en/product/-20-twocomms-Legend/black/,"Купити Худі ""Дрони навколо 2.0"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-20-twocomms-Legend/black/
https://twocomms.shop/product/-20-twocomms-Legend/black/
https://twocomms.shop/product/-20-twocomms-Legend/black/
https://twocomms.shop/ru/product/-20-twocomms-Legend/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,8051362057942144319,2,215
21,https://twocomms.shop/ru/product/-225-hoodie-/black/,"Купити Худі ""Команда Сірко"" х 225ОШП — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-225-hoodie-/black/
https://twocomms.shop/product/-225-hoodie-/black/
https://twocomms.shop/product/-225-hoodie-/black/
https://twocomms.shop/ru/product/-225-hoodie-/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,2936691066547199399,2,289
21,https://twocomms.shop/ru/catalog/tshirts/?page=2,Футболки TwoComms — стрітвеар та мілітарі-принти від українського бренду,text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/catalog/tshirts/?page=2
https://twocomms.shop/ru/catalog/tshirts/?page=2
https://twocomms.shop/ru/catalog/tshirts/?page=2
https://twocomms.shop/ru/catalog/tshirts/?page=2","200
200
200
200","One page is linked for more than one language
Some pages don't include hreflang links to all the other pages of the group",12833116611291566931,2,270
21,https://twocomms.shop/en/product/Hoodie_Silent_Winter/black/,"Купити Худі ""Silent Winter"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/Hoodie_Silent_Winter/black/
https://twocomms.shop/product/Hoodie_Silent_Winter/black/
https://twocomms.shop/product/Hoodie_Silent_Winter/black/
https://twocomms.shop/ru/product/Hoodie_Silent_Winter/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,15928558503833596440,2,215
21,https://twocomms.shop/en/product/hool-ts/black/,"Купити Футболка ""Печатка Хулігана"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/hool-ts/black/
https://twocomms.shop/product/hool-ts/black/
https://twocomms.shop/product/hool-ts/black/
https://twocomms.shop/ru/product/hool-ts/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,7415141057622754855,2,283
21,https://twocomms.shop/en/product/-225-hoodie-/black/,"Купити Худі ""Команда Сірко"" х 225ОШП — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-225-hoodie-/black/
https://twocomms.shop/product/-225-hoodie-/black/
https://twocomms.shop/product/-225-hoodie-/black/
https://twocomms.shop/ru/product/-225-hoodie-/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,2936691066547199399,2,215
21,https://twocomms.shop/en/product/HD-twocomms-reality-bends-future-2026/pink/,"Купити Худі TWOCOMMS ""Reality Bends"": Колекція Future 2026 — рожевий — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/HD-twocomms-reality-bends-future-2026/pink/
https://twocomms.shop/product/HD-twocomms-reality-bends-future-2026/pink/
https://twocomms.shop/product/HD-twocomms-reality-bends-future-2026/pink/
https://twocomms.shop/ru/product/HD-twocomms-reality-bends-future-2026/pink/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,2961863921675592920,2,221
21,https://twocomms.shop/ru/catalog/?page=3,Каталог одягу — TwoComms,text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/catalog/?page=3
https://twocomms.shop/ru/catalog/?page=3
https://twocomms.shop/ru/catalog/?page=3
https://twocomms.shop/ru/catalog/?page=3","200
200
200
200","One page is linked for more than one language
Some pages don't include hreflang links to all the other pages of the group",16027660529019666125,2,248
21,https://twocomms.shop/product/-death-gbs-ass-ts/coyote/,"Купити Футболка ""І На Той Світ З Собою Візьму"" — кайот — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-death-gbs-ass-ts/coyote/
https://twocomms.shop/product/-death-gbs-ass-ts/coyote/
https://twocomms.shop/product/-death-gbs-ass-ts/coyote/
https://twocomms.shop/product/-death-gbs-ass-ts/coyote/
https://twocomms.shop/product/-death-gbs-ass-ts/coyote/
https://twocomms.shop/ru/product/-death-gbs-ass-ts/coyote/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",16381204042981867041,4,298
21,https://twocomms.shop/ru/product/pojuy-ls/black/,"Купити ЛОНГСЛІВ ""мені поЖуй — це філософія"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/pojuy-ls/black/
https://twocomms.shop/product/pojuy-ls/black/
https://twocomms.shop/product/pojuy-ls/black/
https://twocomms.shop/ru/product/pojuy-ls/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,9534195365898516257,2,131
21,https://twocomms.shop/en/product/ts-twocomms-reality-bends-mentol/menthol/,"Купити Футболка TWOCOMMS ""Reality Bends"": Ментол — ментол — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/ts-twocomms-reality-bends-mentol/menthol/
https://twocomms.shop/product/ts-twocomms-reality-bends-mentol/menthol/
https://twocomms.shop/product/ts-twocomms-reality-bends-mentol/menthol/
https://twocomms.shop/ru/product/ts-twocomms-reality-bends-mentol/menthol/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,562935228900038162,2,275
21,https://twocomms.shop/ru/product/-20-twocomms-Legend/black/,"Купити Худі ""Дрони навколо 2.0"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-20-twocomms-Legend/black/
https://twocomms.shop/product/-20-twocomms-Legend/black/
https://twocomms.shop/product/-20-twocomms-Legend/black/
https://twocomms.shop/ru/product/-20-twocomms-Legend/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,8051362057942144319,2,289
21,https://twocomms.shop/ru/product/-glory-of-ukraine-hd/black/,"Купити Худі ""Glory of Ukraine"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-glory-of-ukraine-hd/black/
https://twocomms.shop/product/-glory-of-ukraine-hd/black/
https://twocomms.shop/product/-glory-of-ukraine-hd/black/
https://twocomms.shop/ru/product/-glory-of-ukraine-hd/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,7794376690521516996,2,289
21,https://twocomms.shop/ru/product/bentejne-hd/black/,"Купити Худі ""Життя Бентежне"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/bentejne-hd/black/
https://twocomms.shop/product/bentejne-hd/black/
https://twocomms.shop/product/bentejne-hd/black/
https://twocomms.shop/ru/product/bentejne-hd/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,8769189804141410210,2,289
21,https://twocomms.shop/en/product/-death-gbs-ass-ts/coyote/,"Купити Футболка ""І На Той Світ З Собою Візьму"" — кайот — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-death-gbs-ass-ts/coyote/
https://twocomms.shop/product/-death-gbs-ass-ts/coyote/
https://twocomms.shop/product/-death-gbs-ass-ts/coyote/
https://twocomms.shop/ru/product/-death-gbs-ass-ts/coyote/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,16381204042981867041,2,184
21,https://twocomms.shop/ru/product/hool-ts/black/,"Купити Футболка ""Печатка Хулігана"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/hool-ts/black/
https://twocomms.shop/product/hool-ts/black/
https://twocomms.shop/product/hool-ts/black/
https://twocomms.shop/ru/product/hool-ts/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,7415141057622754855,2,365
21,https://twocomms.shop/en/catalog/?page=3,Каталог одягу — TwoComms,text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/catalog/?page=3
https://twocomms.shop/en/catalog/?page=3
https://twocomms.shop/en/catalog/?page=3
https://twocomms.shop/ru/catalog/?page=3","200
200
200
200","One page is linked for more than one language
Some pages don't include hreflang links to all the other pages of the group",18033198500162782782,2,174
20,https://twocomms.shop/en/catalog/?page=4,Каталог одягу — TwoComms,text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/catalog/?page=4
https://twocomms.shop/en/catalog/?page=4
https://twocomms.shop/en/catalog/?page=4
https://twocomms.shop/ru/catalog/?page=4","200
200
200
200","One page is linked for more than one language
Some pages don't include hreflang links to all the other pages of the group",192654403589461372,2,6
20,https://twocomms.shop/product/-lord-of-the-lending-hd/black/,"Купити Худі ""Lord Of The Lending"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-lord-of-the-lending-hd/black/
https://twocomms.shop/product/-lord-of-the-lending-hd/black/
https://twocomms.shop/product/-lord-of-the-lending-hd/black/
https://twocomms.shop/product/-lord-of-the-lending-hd/black/
https://twocomms.shop/product/-lord-of-the-lending-hd/black/
https://twocomms.shop/ru/product/-lord-of-the-lending-hd/black/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",246139733620513865,4,49
20,https://twocomms.shop/product/dvoznachni-summy-hd/black/,"Купити Худі ""Річ Йде Про Двозначні Суми"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/dvoznachni-summy-hd/black/
https://twocomms.shop/product/dvoznachni-summy-hd/black/
https://twocomms.shop/product/dvoznachni-summy-hd/black/
https://twocomms.shop/product/dvoznachni-summy-hd/black/
https://twocomms.shop/product/dvoznachni-summy-hd/black/
https://twocomms.shop/ru/product/dvoznachni-summy-hd/black/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",290934970572639270,4,49
20,https://twocomms.shop/product/-225-tshirt-/classic/,Класичний Футболка 225ОШП — купити в TwoComms,text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-225-tshirt-/classic/
https://twocomms.shop/product/-225-tshirt-/classic/
https://twocomms.shop/product/-225-tshirt-/classic/
https://twocomms.shop/product/-225-tshirt-/classic/
https://twocomms.shop/product/-225-tshirt-/classic/
https://twocomms.shop/ru/product/-225-tshirt-/classic/","200
200
200
200
200
200","One page is linked for more than one language
More than one page is linked for the same language
Some pages don't include hreflang links to all the other pages of the group",318671639644186310,4,15
20,https://twocomms.shop/ru/?page=9,TwoComms — стрит & милитари одежда | Главная,text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/?page=9
https://twocomms.shop/ru/?page=9
https://twocomms.shop/ru/?page=9
https://twocomms.shop/ru/?page=9","200
200
200
200","One page is linked for more than one language
Some pages don't include hreflang links to all the other pages of the group",447341036263777863,2,13
20,https://twocomms.shop/en/product/ts-twocomms-reality-bends-mentol/oversize/,"Оверсайз Футболка TWOCOMMS ""Reality Bends"": Ментол — купити в TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/ts-twocomms-reality-bends-mentol/oversize/
https://twocomms.shop/product/ts-twocomms-reality-bends-mentol/oversize/
https://twocomms.shop/product/ts-twocomms-reality-bends-mentol/oversize/
https://twocomms.shop/ru/product/ts-twocomms-reality-bends-mentol/oversize/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,3817048775704092811,2,4
20,https://twocomms.shop/en/product/-red-leaves-ts/black/,"Купити Футболка ""Red Leaves"" — чорний — TwoComms",text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/en/product/-red-leaves-ts/black/
https://twocomms.shop/product/-red-leaves-ts/black/
https://twocomms.shop/product/-red-leaves-ts/black/
https://twocomms.shop/ru/product/-red-leaves-ts/black/","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,6683767412576663838,2,119
20,https://twocomms.shop/?page=7,TwoComms — Стріт & Мілітарі Одяг | Головна,text/html; charset=utf-8,false,200,0,true,"https://twocomms.shop/?page=7
https://twocomms.shop/?page=7
https://twocomms.shop/en/?page=7
https://twocomms.shop/ru/?page=7","200
200
200
200",Some pages don't include hreflang links to all the other pages of the group,736337811033258772,0,7
